Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_116_682,VPWR,li1,319.4700,329.1200,1.800000
FILLER_116_679,VPWR,li1,318.5500,329.1200,1.800000
FILLER_116_676,VPWR,li1,317.1700,329.1200,1.800000
FILLER_116_673,VPWR,li1,315.7900,329.1200,1.800000
FILLER_116_662,VPWR,li1,310.5000,329.1200,1.800000
FILLER_116_659,VPWR,li1,309.3500,329.1200,1.800000
FILLER_116_656,VPWR,li1,307.9700,329.1200,1.800000
FILLER_116_653,VPWR,li1,306.5900,329.1200,1.800000
FILLER_116_643,VPWR,li1,301.5300,329.1200,1.800000
FILLER_116_640,VPWR,li1,300.6100,329.1200,1.800000
FILLER_116_637,VPWR,li1,299.2300,329.1200,1.800000
FILLER_116_634,VPWR,li1,297.8500,329.1200,1.800000
FILLER_116_631,VPWR,li1,296.4700,329.1200,1.800000
FILLER_116_620,VPWR,li1,291.4100,329.1200,1.800000
FILLER_116_617,VPWR,li1,290.0300,329.1200,1.800000
FILLER_116_615,VPWR,li1,288.6500,329.1200,1.800000
FILLER_116_612,VPWR,li1,287.7300,329.1200,1.800000
FILLER_116_609,VPWR,li1,286.3500,329.1200,1.800000
FILLER_116_598,VPWR,li1,281.2900,329.1200,1.800000
FILLER_116_595,VPWR,li1,279.9100,329.1200,1.800000
FILLER_116_592,VPWR,li1,278.5300,329.1200,1.800000
FILLER_116_589,VPWR,li1,277.1500,329.1200,1.800000
FILLER_116_587,VPWR,li1,275.7700,329.1200,1.800000
FILLER_116_578,VPWR,li1,271.6300,329.1200,1.800000
FILLER_116_575,VPWR,li1,270.7100,329.1200,1.800000
FILLER_116_572,VPWR,li1,269.3300,329.1200,1.800000
FILLER_116_569,VPWR,li1,267.9500,329.1200,1.800000
FILLER_116_558,VPWR,li1,262.6600,329.1200,1.800000
FILLER_116_555,VPWR,li1,261.5100,329.1200,1.800000
FILLER_116_552,VPWR,li1,260.1300,329.1200,1.800000
FILLER_116_549,VPWR,li1,258.7500,329.1200,1.800000
FILLER_116_546,VPWR,li1,257.3700,329.1200,1.800000
FILLER_116_543,VPWR,li1,255.9900,329.1200,1.800000
FILLER_116_533,VPWR,li1,251.1600,329.1200,1.800000
FILLER_116_530,VPWR,li1,249.7800,329.1200,1.800000
FILLER_116_527,VPWR,li1,248.6300,329.1200,1.800000
FILLER_116_524,VPWR,li1,247.2500,329.1200,1.800000
FILLER_116_521,VPWR,li1,245.8700,329.1200,1.800000
FILLER_116_511,VPWR,li1,241.0400,329.1200,1.800000
FILLER_116_508,VPWR,li1,239.8900,329.1200,1.800000
FILLER_116_505,VPWR,li1,238.5100,329.1200,1.800000
FILLER_116_502,VPWR,li1,236.9000,329.1200,1.800000
FILLER_116_499,VPWR,li1,235.7500,329.1200,1.800000
FILLER_116_489,VPWR,li1,230.9200,329.1200,1.800000
FILLER_116_486,VPWR,li1,229.7700,329.1200,1.800000
FILLER_116_483,VPWR,li1,228.3900,329.1200,1.800000
FILLER_116_480,VPWR,li1,227.0100,329.1200,1.800000
FILLER_116_477,VPWR,li1,225.6300,329.1200,1.800000
FILLER_116_466,VPWR,li1,220.3400,329.1200,1.800000
FILLER_116_463,VPWR,li1,219.1900,329.1200,1.800000
FILLER_116_460,VPWR,li1,217.8100,329.1200,1.800000
FILLER_116_457,VPWR,li1,216.4300,329.1200,1.800000
FILLER_116_445,VPWR,li1,210.9100,329.1200,1.800000
FILLER_116_442,VPWR,li1,209.5300,329.1200,1.800000
FILLER_116_439,VPWR,li1,208.1500,329.1200,1.800000
FILLER_116_436,VPWR,li1,206.7700,329.1200,1.800000
FILLER_116_433,VPWR,li1,205.3900,329.1200,1.800000
FILLER_116_424,VPWR,li1,200.7900,329.1200,1.800000
FILLER_116_421,VPWR,li1,199.8700,329.1200,1.800000
FILLER_116_417,VPWR,li1,198.0300,329.1200,1.800000
FILLER_116_414,VPWR,li1,196.6500,329.1200,1.800000
FILLER_116_411,VPWR,li1,195.2700,329.1200,1.800000
FILLER_116_402,VPWR,li1,190.6700,329.1200,1.800000
FILLER_116_399,VPWR,li1,189.7500,329.1200,1.800000
FILLER_116_396,VPWR,li1,188.3700,329.1200,1.800000
FILLER_116_393,VPWR,li1,186.9900,329.1200,1.800000
FILLER_116_389,VPWR,li1,185.1500,329.1200,1.800000
FILLER_116_380,VPWR,li1,180.5500,329.1200,1.800000
FILLER_116_377,VPWR,li1,179.6300,329.1200,1.800000
FILLER_116_374,VPWR,li1,178.2500,329.1200,1.800000
FILLER_116_371,VPWR,li1,176.8700,329.1200,1.800000
FILLER_116_368,VPWR,li1,175.4900,329.1200,1.800000
FILLER_116_365,VPWR,li1,174.1100,329.1200,1.800000
FILLER_116_354,VPWR,li1,168.8200,329.1200,1.800000
FILLER_116_351,VPWR,li1,167.6700,329.1200,1.800000
FILLER_116_348,VPWR,li1,166.2900,329.1200,1.800000
FILLER_116_345,VPWR,li1,164.9100,329.1200,1.800000
FILLER_116_335,VPWR,li1,159.8500,329.1200,1.800000
FILLER_116_332,VPWR,li1,158.9300,329.1200,1.800000
FILLER_116_329,VPWR,li1,157.5500,329.1200,1.800000
FILLER_116_326,VPWR,li1,156.1700,329.1200,1.800000
FILLER_116_323,VPWR,li1,154.7900,329.1200,1.800000
FILLER_116_314,VPWR,li1,150.1900,329.1200,1.800000
FILLER_116_309,VPWR,li1,148.1200,329.1200,1.800000
FILLER_116_307,VPWR,li1,146.9700,329.1200,1.800000
FILLER_116_304,VPWR,li1,146.0500,329.1200,1.800000
FILLER_116_301,VPWR,li1,144.6700,329.1200,1.800000
FILLER_116_284,VPWR,li1,136.6200,329.1200,1.800000
FILLER_116_281,VPWR,li1,135.4700,329.1200,1.800000
FILLER_116_279,VPWR,li1,134.0900,329.1200,1.800000
FILLER_116_270,VPWR,li1,129.9500,329.1200,1.800000
FILLER_116_267,VPWR,li1,129.0300,329.1200,1.800000
FILLER_116_264,VPWR,li1,127.6500,329.1200,1.800000
FILLER_116_261,VPWR,li1,126.2700,329.1200,1.800000
FILLER_116_241,VPWR,li1,117.0700,329.1200,1.800000
FILLER_116_238,VPWR,li1,115.6900,329.1200,1.800000
FILLER_116_235,VPWR,li1,114.3100,329.1200,1.800000
FILLER_116_225,VPWR,li1,109.4800,329.1200,1.800000
FILLER_116_222,VPWR,li1,108.1000,329.1200,1.800000
FILLER_116_219,VPWR,li1,106.9500,329.1200,1.800000
FILLER_116_216,VPWR,li1,105.5700,329.1200,1.800000
FILLER_116_213,VPWR,li1,104.1900,329.1200,1.800000
FILLER_116_203,VPWR,li1,99.3600,329.1200,1.800000
FILLER_116_200,VPWR,li1,98.2100,329.1200,1.800000
FILLER_116_197,VPWR,li1,96.8300,329.1200,1.800000
FILLER_116_194,VPWR,li1,95.2200,329.1200,1.800000
FILLER_116_191,VPWR,li1,94.0700,329.1200,1.800000
FILLER_116_181,VPWR,li1,89.2400,329.1200,1.800000
FILLER_116_178,VPWR,li1,88.0900,329.1200,1.800000
FILLER_116_175,VPWR,li1,86.7100,329.1200,1.800000
FILLER_116_172,VPWR,li1,85.3300,329.1200,1.800000
FILLER_116_169,VPWR,li1,83.9500,329.1200,1.800000
FILLER_116_157,VPWR,li1,78.4300,329.1200,1.800000
FILLER_116_152,VPWR,li1,75.9000,329.1200,1.800000
FILLER_116_149,VPWR,li1,74.7500,329.1200,1.800000
FILLER_116_139,VPWR,li1,69.6900,329.1200,1.800000
FILLER_116_136,VPWR,li1,68.7700,329.1200,1.800000
FILLER_116_133,VPWR,li1,67.3900,329.1200,1.800000
FILLER_116_116,VPWR,li1,59.1100,329.1200,1.800000
FILLER_116_113,VPWR,li1,58.1900,329.1200,1.800000
FILLER_116_109,VPWR,li1,56.3500,329.1200,1.800000
FILLER_116_106,VPWR,li1,54.9700,329.1200,1.800000
FILLER_116_103,VPWR,li1,53.5900,329.1200,1.800000
FILLER_116_94,VPWR,li1,48.9900,329.1200,1.800000
FILLER_116_91,VPWR,li1,48.0700,329.1200,1.800000
FILLER_116_88,VPWR,li1,46.6900,329.1200,1.800000
FILLER_116_85,VPWR,li1,45.3100,329.1200,1.800000
FILLER_116_81,VPWR,li1,43.4700,329.1200,1.800000
FILLER_116_72,VPWR,li1,38.8700,329.1200,1.800000
FILLER_116_69,VPWR,li1,37.9500,329.1200,1.800000
FILLER_116_66,VPWR,li1,36.5700,329.1200,1.800000
FILLER_116_63,VPWR,li1,35.1900,329.1200,1.800000
FILLER_116_60,VPWR,li1,33.8100,329.1200,1.800000
FILLER_116_57,VPWR,li1,32.4300,329.1200,1.800000
FILLER_116_46,VPWR,li1,27.1400,329.1200,1.800000
FILLER_116_43,VPWR,li1,25.9900,329.1200,1.800000
FILLER_116_40,VPWR,li1,24.6100,329.1200,1.800000
FILLER_116_37,VPWR,li1,23.2300,329.1200,1.800000
FILLER_116_27,VPWR,li1,18.1700,329.1200,1.800000
FILLER_116_24,VPWR,li1,17.2500,329.1200,1.800000
FILLER_116_21,VPWR,li1,15.8700,329.1200,1.800000
FILLER_116_18,VPWR,li1,14.4900,329.1200,1.800000
FILLER_116_15,VPWR,li1,13.1100,329.1200,1.800000
FILLER_116_6,VPWR,li1,8.5100,329.1200,1.800000
FILLER_116_3,VPWR,li1,7.5900,329.1200,1.800000
FILLER_115_688,VPWR,li1,322.6900,323.6800,1.800000
FILLER_115_685,VPWR,li1,321.3100,323.6800,1.800000
FILLER_115_682,VPWR,li1,319.9300,323.6800,1.800000
FILLER_115_679,VPWR,li1,318.5500,323.6800,1.800000
FILLER_115_676,VPWR,li1,317.1700,323.6800,1.800000
FILLER_115_673,VPWR,li1,315.7900,323.6800,1.800000
FILLER_115_671,VPWR,li1,314.4100,323.6800,1.800000
FILLER_115_668,VPWR,li1,313.4900,323.6800,1.800000
FILLER_115_665,VPWR,li1,312.1100,323.6800,1.800000
FILLER_115_662,VPWR,li1,310.7300,323.6800,1.800000
FILLER_115_659,VPWR,li1,309.3500,323.6800,1.800000
FILLER_115_656,VPWR,li1,307.9700,323.6800,1.800000
FILLER_115_653,VPWR,li1,306.5900,323.6800,1.800000
FILLER_115_650,VPWR,li1,305.2100,323.6800,1.800000
FILLER_115_647,VPWR,li1,303.8300,323.6800,1.800000
FILLER_115_644,VPWR,li1,302.4500,323.6800,1.800000
FILLER_115_641,VPWR,li1,301.0700,323.6800,1.800000
FILLER_115_638,VPWR,li1,299.6900,323.6800,1.800000
FILLER_115_635,VPWR,li1,298.3100,323.6800,1.800000
FILLER_115_632,VPWR,li1,296.9300,323.6800,1.800000
FILLER_115_629,VPWR,li1,295.5500,323.6800,1.800000
FILLER_115_626,VPWR,li1,294.1700,323.6800,1.800000
FILLER_115_623,VPWR,li1,292.7900,323.6800,1.800000
FILLER_115_620,VPWR,li1,291.4100,323.6800,1.800000
FILLER_115_617,VPWR,li1,290.0300,323.6800,1.800000
FILLER_115_615,VPWR,li1,288.6500,323.6800,1.800000
FILLER_115_612,VPWR,li1,287.7300,323.6800,1.800000
FILLER_115_609,VPWR,li1,286.3500,323.6800,1.800000
FILLER_115_606,VPWR,li1,284.9700,323.6800,1.800000
FILLER_115_603,VPWR,li1,283.5900,323.6800,1.800000
FILLER_115_600,VPWR,li1,282.2100,323.6800,1.800000
FILLER_115_597,VPWR,li1,280.8300,323.6800,1.800000
FILLER_115_594,VPWR,li1,279.4500,323.6800,1.800000
FILLER_115_591,VPWR,li1,278.0700,323.6800,1.800000
FILLER_115_588,VPWR,li1,276.6900,323.6800,1.800000
FILLER_115_585,VPWR,li1,275.3100,323.6800,1.800000
FILLER_115_582,VPWR,li1,273.9300,323.6800,1.800000
FILLER_115_579,VPWR,li1,272.5500,323.6800,1.800000
FILLER_115_576,VPWR,li1,271.1700,323.6800,1.800000
FILLER_115_573,VPWR,li1,269.7900,323.6800,1.800000
FILLER_115_570,VPWR,li1,268.4100,323.6800,1.800000
FILLER_115_567,VPWR,li1,267.0300,323.6800,1.800000
FILLER_115_564,VPWR,li1,265.6500,323.6800,1.800000
FILLER_115_561,VPWR,li1,264.2700,323.6800,1.800000
FILLER_115_559,VPWR,li1,262.8900,323.6800,1.800000
FILLER_115_556,VPWR,li1,261.9700,323.6800,1.800000
FILLER_115_553,VPWR,li1,260.5900,323.6800,1.800000
FILLER_115_550,VPWR,li1,259.2100,323.6800,1.800000
FILLER_115_547,VPWR,li1,257.8300,323.6800,1.800000
FILLER_115_544,VPWR,li1,256.4500,323.6800,1.800000
FILLER_115_541,VPWR,li1,255.0700,323.6800,1.800000
